407,62,22
408,97,101
409,83,81
410,103,20
411,17,60
412,41,36
413,36,49
414,28,18
415,20,56
416,21,102
417,75,48
418,55,99
419,39,30
420,103,55
421,85,38
422,39,41
423,1,66
424,69,25
425,9,43
426,13,82
427,11,54
428,59,11
429,97,99
430,61,60
431,98,39
432,86,15
433,20,33
434,89,72
435,105,84
436,88,41
437,58,100
438,69,83
439,10,94
440,76,78
441,93,25
442,36,37
443,86,38
444,11,42
445,77,105
446,60,24
447,97,64
448,13,65
449,43,87
450,34,43
451,58,10
452,67,40
453,84,17
454,46,38
455,66,38
456,100,57
457,29,28
458,15,102
459,56,56
460,41,105
461,74,17
462,22,95
463,56,103
464,82,13
465,53,10
466,72,89
467,31,1
468,96,52
469,64,47
470,39,61
471,43,45
472,100,31
473,80,10
474,14,90
475,80,66
476,51,63
477,104,79
478,39,20
479,9,49
480,15,61
481,54,1
482,100,12
483,73,23
484,61,12
485,93,24
486,11,88
487,32,51
488,52,36
489,31,32
490,16,26
491,18,63
492,48,12
493,59,38
494,97,89
495,48,100
496,31,55
497,5,38
498,40,73
499,26,88
500,32,49
501,33,62
502,26,14
503,24,66
504,12,85
505,69,27
506,40,96
507,16,27
508,15,58
509,95,61
510,99,36
511,12,57
512,22,15
513,26,105
514,67,48
515,16,72
516,56,71
517,10,97
518,91,15
519,9,89
520,5,20
521,83,93
522,81,13
523,11,91
524,9,14
525,38,93
526,18,62
527,99,56
528,57,92
529,86,58
530,65,12
531,76,72
532,55,77
533,35,47
534,13,84
535,104,55
536,53,71
537,101,12
538,81,17
539,65,41
540,81,24
541,24,25
542,67,92
543,5,19
544,104,45
545,76,23
546,1,48
547,86,18
548,68,91
549,58,102
550,86,95
551,102,94
552,90,53
553,35,94
554,21,91
555,20,39
556,21,11
557,56,97
558,103,48
559,96,32
560,93,49
561,55,60
562,62,79
563,44,14
564,106,29
565,33,37
566,5,93
567,50,25
568,49,80
569,67,46
570,40,10
571,83,65
572,32,51
573,91,25
574,45,51
575,74,51
576,81,20
577,50,47
578,24,24
579,66,88
580,37,77
581,20,44
582,11,5
583,48,71
584,44,11
585,48,66
586,77,10
587,27,94
588,22,70
589,49,48
590,30,49
591,12,28
592,63,74
593,71,81
594,69,83
595,96,84
596,91,1
597,9,103
598,29,93
599,74,101
600,83,15
601,30,61
602,39,83
603,33,93
604,31,70
605,49,106
606,85,68
607,86,63
608,98,105
609,51,15
610,34,46
611,60,71
612,101,14
613,64,62
614,80,90
615,40,93
616,11,62
617,21,91
618,95,98
619,37,38
620,70,77
621,70,37
622,22,87
623,36,86
624,59,92
625,15,9
626,24,23
627,29,71
628,54,72
629,97,56
630,79,19
631,62,27
632,74,44
633,58,40
634,94,48
635,20,66
636,100,12
637,33,102
638,70,45
639,53,57
640,11,24
641,67,17
642,43,104
643,18,28
644,79,24
645,69,40
646,78,90
647,62,101
648,5,15
649,20,106
650,1,15
651,9,44
652,21,94
653,15,42
654,18,60
655,100,95
656,16,60
657,14,89
658,45,42
659,102,83
660,56,94
661,5,52
662,23,46
663,98,69
664,57,56
665,49,22
666,95,72
667,15,69
668,99,58
669,84,41
670,91,86
671,41,32
672,58,105
673,98,102
674,22,59
675,63,91
676,46,19
677,58,103
678,45,21
679,11,10
680,9,74
681,1,102
682,104,100
683,83,86
684,5,5
685,57,39
686,53,90
687,10,90
688,96,17
689,73,21
690,104,79
691,59,51
692,55,13
693,56,88
694,69,37
695,99,16
696,62,10
697,58,105
698,82,33
699,83,38
700,103,90
701,85,47
702,25,50
703,100,86
704,41,37
705,86,76
706,92,90
707,20,68
708,12,52
709,23,25
710,51,11
711,26,9
712,17,92
713,66,33
714,20,31
715,5,37
716,18,89
717,67,102
718,40,84
719,72,58
720,60,41
721,102,69
722,11,23
723,63,35
724,83,84
725,92,15
726,43,100
727,37,83
728,89,91
729,30,49
730,25,72
731,14,60
732,82,51
733,81,43
734,13,100
735,98,22
736,103,22
737,41,5
738,94,58
739,44,46
740,101,68
741,53,31
742,75,61
743,19,68
744,48,23
745,33,17
746,1,76
747,71,75
748,72,37
749,48,106
750,44,77
751,20,43
752,52,96
753,45,60
754,86,63
755,21,25
756,25,34
757,26,32
758,70,41
759,69,19
760,86,61
761,24,78
762,102,45
763,49,81
764,77,91
765,14,56
766,38,61
767,42,47
768,104,29
769,71,34
770,74,48
771,51,91
772,26,65
773,62,99
774,81,92
775,100,37
776,104,78
777,21,37
778,12,42
779,23,87
780,100,41
781,61,31
782,60,96
783,42,43
784,70,94
785,105,88
786,43,48
787,11,41
788,95,15
789,60,97
790,52,12
791,66,104
792,30,15
793,42,86
794,76,77
795,5,103
796,77,22
797,44,21
798,104,71
799,11,80
800,103,47
801,9,58
802,56,31
803,41,57
804,74,39
805,19,63
806,101,104
807,10,52
808,57,74
809,54,46
810,59,34
811,11,67
812,22,27
813,51,64
814,95,103
815,14,21
816,52,39
817,78,17
818,63,32
819,13,43
820,17,58
821,11,22
822,41,71
823,41,55
824,106,32
825,58,36
826,73,15
827,18,90
828,102,76
829,85,77
830,12,33
831,83,50
832,35,37
833,42,55
834,25,11
835,29,84
836,74,42
837,76,19
838,5,26
839,40,38
840,20,88
841,88,69
842,22,1
843,100,26
844,27,17
845,79,102
846,41,56
847,24,100
848,48,86
849,75,86
850,75,34
851,35,29
852,99,24
853,46,85
854,27,33
855,78,28
856,79,27
857,45,67
858,64,82
859,43,73
860,76,50
861,27,80
862,43,70
863,62,103
864,87,85
865,39,78
866,98,82
867,73,103
868,85,32
869,94,25
870,96,69
871,70,10
872,33,13
873,46,9
874,10,14
875,1,91
876,44,75
877,47,56
878,58,57
879,100,72
880,103,93
881,52,11
882,35,85
883,42,39
884,18,56
885,104,26
886,104,18
887,55,25
888,77,1
889,106,96
890,37,28
891,10,51
892,10,66
893,65,100
894,28,79
895,5,103
896,78,58
897,78,56
898,12,79
899,102,39
900,67,29
901,72,103
902,60,80
903,89,79
904,34,5
905,41,47
906,37,67
